,Label,Text,Tokens
35,pos,"Search terms included depressive disorders, depression and severe, hospitalized, melancholic or melancholia, psychotic, and endogenous.","['search', 'terms', 'included', 'depressive', 'disorders', 'depression', 'and', 'severe', 'hospitalized', 'melancholic', 'or', 'melancholia', 'psychotic', 'and', 'endogenous']"
36,neg,STUDY FINDINGS,"['study', 'findings']"
37,neg,CONCLUSION,['conclusion']
38,neg,A heart rate autoregressive power spectral analysis was performed preceding and after the obstructive apneas.,"['a', 'heart', 'rate', 'autoregressive', 'power', 'spectral', 'analysis', 'was', 'performed', 'preceding', 'and', 'after', 'the', 'obstructive', 'apneas']"
39,neg,The low-frequency to high-frequency power ratio was computed to evaluate sympathovagal balance.,"['the', '_disease_', 'to', '_disease_', 'power', 'ratio', 'was', 'computed', 'to', 'evaluate', 'sympathovagal', 'balance']"
40,neg,BACKGROUND,['background']
41,neg,AIM,['_empty_sentence_']
42,neg,To evaluate the transcutaneous oxygen tension (TcPO2) measurements as a specific prognostic parameter in the prediction for permanent device implantation in a prospective controlled study in patients with lower limb ischemia.,"['to', 'evaluate', 'the', 'transcutaneous', 'oxygen', 'tension', '_abbrev_', 'measurements', 'as', 'a', 'specific', 'prognostic', 'parameter', 'in', 'the', 'prediction', 'for', 'permanent', 'device', 'implantation', 'in', 'a', 'prospective', 'controlled', 'study', 'in', 'patients', 'with', 'lower', 'limb', 'ischemia']"
43,neg,METHODS,['methods']
44,neg,The clinical status was classified as Fontaine's stages III and IV and the main pathology was essentially due to atherosclerosis and diabetic vascular disease.,"['the', 'clinical', 'status', 'was', 'classified', 'as', 'fontaine', ""'s"", 'stages', 'iii', 'and', 'iv', 'and', 'the', 'main', 'pathology', 'was', 'essentially', 'due', 'to', 'atherosclerosis', 'and', 'diabetic', 'vascular', 'disease']"
45,neg,"Pedal transcutaneous oxygen tension (TcPO2), ankle and toe pressure Doppler measurements were performed before, 2 weeks and 4 weeks after implantation.","['pedal', 'transcutaneous', 'oxygen', 'tension', '_abbrev_', 'ankle', 'and', 'toe', 'pressure', 'doppler', 'measurements', 'were', 'performed', 'before', '_num_', 'weeks', 'and', '_num_', 'weeks', 'after', 'implantation']"
46,neg,RESULTS,['results']
47,neg,TcPO2 was assessed on the dorsum of the foot.,"['_abbrev_', 'was', 'assessed', 'on', 'the', 'dorsum', 'of', 'the', 'foot']"
48,neg,CONCLUSIONS,['conclusions']
49,neg,Participants were asked to answer general-knowledge questions on a computer for two sessions.,"['participants', 'were', 'asked', 'to', 'answer', 'general', 'knowledge', 'questions', 'on', 'a', 'computer', 'for', '_num_', 'sessions']"
50,neg,The time- and event-based tasks were embedded in this filler activity.,"['the', 'time', '', 'and', 'event', 'based', 'tasks', 'were', 'embedded', 'in', 'this', 'filler', 'activity']"
51,neg,"The data were analyzed using the procedures of interpretive phenomenological data analysis (Benner, 1994; Diekelmann, Allen, &amp; Tanner, 1989).","['the', 'data', 'were', 'analyzed', 'using', 'the', 'procedures', 'of', 'interpretive', 'phenomenological', 'data', 'analysis', 'benner', '_year_', 'diekelmann', 'allen', 'amp', 'tanner', '_year_']"
52,neg,Aim of the present study was to investigate which MRI measure best predicts the values of MTR histogram parameters in MS patients.,"['aim', 'of', 'the', 'present', 'study', 'was', 'to', 'investigate', 'which', 'mri', 'measure', 'best', 'predicts', 'the', 'values', 'of', '_gene_', 'histogram', 'parameters', 'in', 'ms', 'patients']"
53,neg,Hyperintense lesion load (LL) on proton density (PD)-weighted and hypointense LL on T1-weighted images were measured using a local thresholding technique.,"['hyperintense', 'lesion', 'load', 'll', 'on', 'proton', 'density', 'pd', '', 'weighted', 'and', 'hypointense', 'll', 'on', '_gene_', 'weighted', 'images', 'were', 'measured', 'using', 'a', 'local', 'thresholding', 'technique']"
54,neg,A measure of brain atrophy was derived from T1-weighted images by computing the volume of brain tissue segmented from a slab of five consecutive slices rostral to the velum interpositum.,"['a', 'measure', 'of', 'brain', 'atrophy', 'was', 'derived', 'from', '_gene_', 'weighted', 'images', 'by', 'computing', 'the', 'volume', 'of', 'brain', 'tissue', 'segmented', 'from', 'a', 'slab', 'of', '_num_', 'consecutive', 'slices', 'rostral', 'to', 'the', 'velum', 'interpositum']"
55,neg,"On MTI scans, MTR histogram analysis was performed for the whole brain and average lesion MTR was also calculated.","['on', 'mti', 'scans', '_gene_', 'histogram', 'analysis', 'was', 'performed', 'for', 'the', 'whole', 'brain', 'and', 'average', 'lesion', '_gene_', 'was', 'also', 'calculated']"
56,neg,Bladder volume threshold (VT) for inducing voiding and voiding efficiency (VE) were determined by measuring voided volumes and residual volumes (RV).,"['bladder', 'volume', 'threshold', 'vt', 'for', 'inducing', 'voiding', 'and', 'voiding', 'efficiency', 've', 'were', 'determined', 'by', 'measuring', 'voided', 'volumes', 'and', 'residual', 'volumes', 'rv']"
57,neg,OBJECTIVE,['objective']
58,neg,DESIGN,['design']
59,neg,SETTING,['setting']
60,neg,"Regional Spinal Cord Injury Rehabilitation Center in Ontario, Canada.","['regional', 'spinal', 'cord', 'injury', 'rehabilitation', 'center', 'in', 'ontario', 'canada']"
61,neg,SUBJECTS,['subjects']
62,neg,RESULTS,['results']
63,neg,CONCLUSIONS,['conclusions']
64,neg,STUDY OBJECTIVE,"['study', 'objective']"
65,neg,METHODS,['methods']
66,neg,Patients were eligible for the study if they had a second beta-hCG assay performed within 7 days of the initial visit and before either a diagnostic dilation and evacuation or laparoscopy.,"['patients', 'were', 'eligible', 'for', 'the', 'study', 'if', 'they', 'had', 'a', '_num_', 'beta', 'hcg', 'assay', 'performed', 'within', '_num_', 'days', 'of', 'the', 'initial', 'visit', 'and', 'before', 'either', 'a', 'diagnostic', 'dilation', 'and', 'evacuation', 'or', 'laparoscopy']"
67,neg,Patients were excluded if they were lost to follow-up.,"['patients', 'were', 'excluded', 'if', 'they', 'were', 'lost', 'to', 'follow', 'up']"
68,neg,"Patients were divided into 4 groups based on the rate of change of beta-hCG values over a 48-hour interval (increase by >66%, increase by &lt;66%, decrease by &lt;50%, decrease by >50%).","['patients', 'were', 'divided', 'into', '_num_', 'groups', 'based', 'on', 'the', 'rate', 'of', 'change', 'of', 'beta', 'hcg', 'values', 'over', 'a', '_num_', 'hour', 'interval', 'increase', 'by', '_num_', '_percent_', 'increase', 'by', '_ineq_', '_num_', '_percent_', 'decrease', 'by', '_ineq_', '_num_', '_percent_', 'decrease', 'by', '_num_', '_percent_']"
69,neg,"In addition, the 4 main groups were further subdivided depending on whether the endometrial cavity was empty at ultrasound examination.","['in', 'addition', 'the', '_num_', 'main', 'groups', 'were', 'further', 'subdivided', 'depending', 'on', 'whether', 'the', 'endometrial', 'cavity', 'was', 'empty', 'at', 'ultrasound', 'examination']"
70,neg,Intergroup differences in the frequency of ectopic pregnancy based on the rate of change of the beta-hCG value were compared using logistic regression.,"['intergroup', 'differences', 'in', 'the', 'frequency', 'of', 'ectopic', 'pregnancy', 'based', 'on', 'the', 'rate', 'of', 'change', 'of', 'the', 'beta', 'hcg', 'value', 'were', 'compared', 'using', 'logistic', 'regression']"
71,neg,Logistic regression also was used to determine whether addition of the ultrasound result improved predicative accuracy.,"['logistic', 'regression', 'also', 'was', 'used', 'to', 'determine', 'whether', 'addition', 'of', 'the', 'ultrasound', 'result', 'improved', 'predicative', 'accuracy']"
72,neg,A P value of less than.05 was considered significant.,"['a', 'p', 'value', 'of', 'less', 'than', '_num_', 'was', 'considered', 'significant']"
73,neg,Odds ratios (ORs) were determined for each subgroup.,"['odds', 'ratios', 'ors', 'were', 'determined', 'for', 'each', 'subgroup']"
74,neg,RESULTS,['results']
75,neg,CONCLUSION,['conclusion']
76,neg,OBJECTIVE,['objective']
77,neg,METHODS,['methods']
78,neg,RESULTS,['results']
79,neg,The mean age of the patients was 40 years (range 25 to 66).,"['the', 'mean', 'age', 'of', 'the', 'patients', 'was', '_num_', 'years', 'range', '_num_', 'to', '_num_']"
80,neg,Size of the tumor ranged from 2 to 15 cm.,"['size', 'of', 'the', 'tumor', 'ranged', 'from', '_num_', 'to', '_num_', '_unit_']"
81,neg,In four patients the ovarian mass was suspected to be malignant in the laparoscopy.,"['in', '_num_', 'patients', 'the', 'ovarian', 'mass', 'was', 'suspected', 'to', 'be', 'malignant', 'in', 'the', 'laparoscopy']"
82,neg,Staging laparotomy was performed within the mean of 17 days (range 7-29).,"['staging', 'laparotomy', 'was', 'performed', 'within', 'the', 'mean', 'of', '_num_', 'days', 'range', '_range_']"
83,neg,CONCLUSIONS,['conclusions']
84,neg,OBJECTIVE,['objective']
85,neg,DESIGN,['design']
86,neg,PATIENTS,['patients']
87,neg,SETTING AND INTERVENTIONS,"['setting', 'and', 'interventions']"
88,neg,OUTCOME MEASURES,"['outcome', 'measures']"
89,neg,"Spinal pain evaluation was performed at the beginning of the study (before the initiation of treatment) and then daily until the end of the study (day 28) using the Huskinsson's visual analog scale (VAS) and a painmeter device, by direct pressure on the fractured vertebra.","['spinal', 'pain', 'evaluation', 'was', 'performed', 'at', 'the', 'beginning', 'of', 'the', 'study', 'before', 'the', 'initiation', 'of', 'treatment', 'and', 'then', 'daily', 'until', 'the', 'end', 'of', 'the', 'study', 'day', '_num_', 'using', 'the', 'huskinsson', ""'s"", 'visual', 'analog', 'scale', 'vas', 'and', 'a', 'painmeter', 'device', 'by', 'direct', 'pressure', 'on', 'the', 'fractured', 'vertebra']"
90,neg,"Pain was evaluated with the patients attempting or performing four different locomotor functions, e.g., bed rest, sitting, standing, and walking functions.","['pain', 'was', 'evaluated', 'with', 'the', 'patients', 'attempting', 'or', 'performing', '_num_', 'different', 'locomotor', 'functions', 'eg', 'bed', 'rest', 'sitting', 'standing', 'and', 'walking', 'functions']"
91,neg,Biochemical urine and plasma measurements were carried out before the initiation of treatment and on days 14 and 28.,"['biochemical', 'urine', 'and', 'plasma', 'measurements', 'were', 'carried', 'out', 'before', 'the', 'initiation', 'of', 'treatment', 'and', 'on', 'days', '_num_', 'and', '_num_']"
92,neg,RESULTS,['results']
93,neg,CONCLUSIONS,['conclusions']
94,neg,OBJECTIVE,['objective']
95,neg,DESIGN,['design']
96,neg,SETTING,['setting']
97,neg,Nine Veterans Affairs medical centers.,"['_num_', 'veterans', 'affairs', 'medical', 'centers']"
98,neg,PATIENTS,['patients']
99,neg,INTERVENTION,['intervention']
100,neg,MAIN OUTCOME MEASURES,"['main', 'outcome', 'measures']"
101,neg,"Diagnostic evaluation, pharmacologic management, health-related quality of life, and hospital readmission rates.","['diagnostic', 'evaluation', 'pharmacologic', 'management', 'health', 'related', 'quality', 'of', 'life', 'and', 'hospital', 'readmission', 'rates']"
102,neg,RESULTS,['results']
103,neg,CONCLUSIONS,['conclusions']
104,neg,OBJECTIVES,['objectives']
105,neg,(1),['_empty_sentence_']
106,neg,DESIGN,['design']
107,neg,SETTING,['setting']
108,neg,"Outpatient clinic of the Karolinska Hospital, Stockholm, Sweden.","['outpatient', 'clinic', 'of', 'the', 'karolinska', 'hospital', 'stockholm', 'sweden']"
109,neg,PATIENTS,['patients']
110,neg,INTERVENTION,['intervention']
111,neg,MAIN OUTCOME MEASURES,"['main', 'outcome', 'measures']"
112,neg,"VAS ratings of spasticity, every other hour when awake, and of movement-provoked spasticity, rated before and after each treatment session, and MAS ratings of movement-provoked spasticity, before and after each treatment session.","['vas', 'ratings', 'of', 'spasticity', 'every', 'other', 'hour', 'when', 'awake', 'and', 'of', 'movement', 'provoked', 'spasticity', 'rated', 'before', 'and', 'after', 'each', 'treatment', 'session', 'and', 'mas', 'ratings', 'of', 'movement', 'provoked', 'spasticity', 'before', 'and', 'after', 'each', 'treatment', 'session']"
113,neg,RESULTS,['results']
114,neg,CONCLUSION,['conclusion']
115,neg,Tests were done at 9 AM.,"['tests', 'were', 'done', 'at', '_num_', 'am']"
116,neg,"The PD group was studied in &quot;off&quot; condition, with no medication given for 12 hours.","['the', 'pd', 'group', 'was', 'studied', 'in', 'quot', 'off', 'quot', 'condition', 'with', 'no', 'medication', 'given', 'for', '_num_', 'hours']"
117,neg,Orientation data was collected using the O-Log during morning bedside rounds.,"['orientation', 'data', 'was', 'collected', 'using', 'the', 'o', 'log', 'during', 'morning', 'bedside', 'rounds']"
118,neg,Outcome data was collected at 6 and 12 months post-injury.,"['outcome', 'data', 'was', 'collected', 'at', '_num_', 'and', '_num_', 'months', '_disease_']"
119,neg,OBJECTIVE,['objective']
120,neg,METHOD,['method']
121,neg,Cross-sectional data regarding annual antidepressant utilization were obtained from administrative databases for 1993 to 1997.,"['cross', 'sectional', 'data', 'regarding', 'annual', 'antidepressant', 'utilization', 'were', 'obtained', 'from', 'administrative', 'databases', 'for', '_year_', 'to', '_year_']"
122,neg,Time series analysis was used to assess trends over time and to make future projections.,"['time', 'series', 'analysis', 'was', 'used', 'to', 'assess', 'trends', 'over', 'time', 'and', 'to', 'make', 'future', 'projections']"
123,neg,RESULTS,['results']
124,neg,CONCLUSIONS,['conclusions']
125,neg,BACKGROUND,['background']
126,neg,OBJECTIVES,['objectives']
127,neg,To assess the effects of audit and feedback compared with other interventions in changing health professional practice and to assess whether the effectiveness of audit and feedback can be improved by modifying how it is done.,"['to', 'assess', 'the', 'effects', 'of', 'audit', 'and', 'feedback', 'compared', 'with', 'other', 'interventions', 'in', 'changing', 'health', 'professional', 'practice', 'and', 'to', 'assess', 'whether', 'the', 'effectiveness', 'of', 'audit', 'and', 'feedback', 'can', 'be', 'improved', 'by', 'modifying', 'how', 'it', 'is', 'done']"
128,neg,SEARCH STRATEGY,"['search', 'strategy']"
129,neg,"We searched MEDLINE up to June 1997, the Research and Development Resource Base in Continuing Medical Education, and reference lists of related systematic reviews and articles.","['we', 'searched', 'medline', 'up', 'to', 'june', '_year_', 'the', 'research', 'and', 'development', 'resource', 'base', 'in', 'continuing', 'medical', 'education', 'and', 'reference', 'lists', 'of', 'related', 'systematic', 'reviews', 'and', 'articles']"
130,neg,SELECTION CRITERIA,"['selection', 'criteria']"
131,neg,DATA COLLECTION AND ANALYSIS,"['data', 'collection', 'and', 'analysis']"
132,neg,Two reviewers independently extracted data and assessed study quality.,"['_num_', 'reviewers', 'independently', 'extracted', 'data', 'and', 'assessed', 'study', 'quality']"
133,neg,MAIN RESULTS,"['main', 'results']"
134,neg,Twelve studies were included involving more than 2194 physicians.,"['_num_', 'studies', 'were', 'included', 'involving', 'more', 'than', '_num_', 'physicians']"
135,neg,REVIEWER'S CONCLUSIONS,"['reviewer', ""'s"", 'conclusions']"
136,neg,BACKGROUND,['background']
137,neg,OBJECTIVES,['objectives']
138,neg,To estimate the clinical effectiveness of radical surgical resection compared to simple biopsy in patients with malignant glioma.,"['to', 'estimate', 'the', 'clinical', 'effectiveness', 'of', 'radical', 'surgical', 'resection', 'compared', 'to', 'simple', 'biopsy', 'in', 'patients', 'with', 'malignant', 'glioma']"
139,neg,SEARCH STRATEGY,"['search', 'strategy']"
140,neg,"Electronic database searches of COCHRANE CONTROLLED TRIALS REGISTER (including the Cochrane Cancer Network Specialised Register of Trials), MEDLINE, CANCERLIT, EMBASE, BIOSIS and SCIENCE CITATION INDEX.","['electronic', 'database', 'searches', 'of', 'cochrane', 'controlled', 'trials', 'register', 'including', 'the', 'cochrane', 'cancer', 'network', 'specialised', 'register', 'of', 'trials', 'medline', 'cancerlit', 'embase', 'biosis', 'and', 'science', 'citation', 'index']"
141,neg,"Hand searching the references of all identified studies; hand searching the Journal of Neuro-Oncology over the previous 10 years, including all conference abstracts; personal communication.","['hand', 'searching', 'the', 'references', 'of', 'all', 'identified', 'studies', 'hand', 'searching', 'the', 'journal', 'of', 'neuro', 'oncology', 'over', 'the', 'previous', '_num_', 'years', 'including', 'all', 'conference', 'abstracts', 'personal', 'communication']"
142,neg,SELECTION CRITERIA,"['selection', 'criteria']"
143,neg,DATA COLLECTION AND ANALYSIS,"['data', 'collection', 'and', 'analysis']"
144,neg,"Studies were to be identified, critically appraised and data extracted by the author (SEM).","['studies', 'were', 'to', 'be', 'identified', 'critically', 'appraised', 'and', 'data', 'extracted', 'by', 'the', 'author', '_chemical_']"
145,neg,"For dichotomous data, Peto odds ratios (OR) with 95% confidence intervals (CI) were hoped to have been estimated.","['for', 'dichotomous', 'data', 'peto', 'odds', 'ratios', 'or', 'with', '_num_', '_percent_', 'confidence', 'intervals', 'ci', 'were', 'hoped', 'to', 'have', 'been', 'estimated']"
146,neg,Normal continuous data were to have been summated using the weighted mean difference (WMD).,"['normal', 'continuous', 'data', 'were', 'to', 'have', 'been', 'summated', 'using', 'the', 'weighted', 'mean', 'difference', 'wmd']"
147,neg,MAIN RESULTS,"['main', 'results']"
148,neg,REVIEWER'S CONCLUSIONS,"['reviewer', ""'s"", 'conclusions']"
149,neg,PURPOSE,['purpose']
150,neg,MATERIALS AND METHODS,"['materials', 'and', 'methods']"
151,neg,"Intranodal flow distribution was described as peripheral, central, or central perhilar.","['intranodal', 'flow', 'distribution', 'was', 'described', 'as', 'peripheral', 'central', 'or', 'central', 'perhilar']"
152,neg,Resistive and pulsatility indexes and peak systolic velocity were documented.,"['resistive', 'and', '_disease_', 'indexes', 'and', 'peak', 'systolic', 'velocity', 'were', 'documented']"
153,neg,"For comparison of benign and malignant features, nodes were divided into three groups palpable and nonpalpable, palpable, and nonpalpable.","['for', 'comparison', 'of', 'benign', 'and', 'malignant', 'features', 'nodes', 'were', 'divided', 'into', '_num_', 'groups', 'palpable', 'and', 'nonpalpable', 'palpable', 'and', 'nonpalpable']"
154,neg,RESULTS,['results']
155,neg,CONCLUSION,['conclusion']
156,neg,OBJECTIVE,['objective']
157,neg,METHODS,['methods']
158,neg,RESULTS,['results']
159,neg,CONCLUSION,['conclusion']
160,neg,"The purpose of this study, then, was to assess the medication dosage requirements of SSRIs during this time.","['the', 'purpose', 'of', 'this', 'study', 'then', 'was', 'to', 'assess', 'the', 'medication', 'dosage', 'requirements', 'of', 'ssris', 'during', 'this', 'time']"
161,neg,"Medication selection was based on personal treatment history or family treatment history (if any), and the published data on SSRIs in pregnancy.","['medication', 'selection', 'was', 'based', 'on', 'personal', 'treatment', 'history', 'or', 'family', 'treatment', 'history', 'if', 'any', 'and', 'the', 'published', 'data', 'on', 'ssris', 'in', 'pregnancy']"
162,neg,All medication dose adjustments were based on depressive symptoms as measured by the BDI and a psychiatric interview (ZNS).,"['all', 'medication', 'dose', 'adjustments', 'were', 'based', 'on', 'depressive', 'symptoms', 'as', 'measured', 'by', 'the', 'bdi', 'and', 'a', 'psychiatric', 'interview', 'zns']"
163,neg,Thirty-four pregnant women were included in final analysis.,"['_num_', 'pregnant', 'women', 'were', 'included', 'in', 'final', 'analysis']"
164,neg,"They were assessed within 3 months of sustaining their injury on a range of expressive and receptive language tests, and free speech conversation samples, which were analysed pragmatically and syntactically.","['they', 'were', 'assessed', 'within', '_num_', 'months', 'of', 'sustaining', 'their', 'injury', 'on', 'a', 'range', 'of', 'expressive', 'and', 'receptive', 'language', 'tests', 'and', 'free', 'speech', 'conversation', 'samples', 'which', 'were', 'analysed', 'pragmatically', 'and', 'syntactically']"
165,neg,BACKGROUND,['background']
166,neg,We review the current evidence for the management of bipolar depression.,"['we', 'review', 'the', 'current', 'evidence', 'for', 'the', 'management', 'of', 'bipolar', 'depression']"
167,neg,METHOD,['method']
168,neg,References for this review were obtained through MEDLINE searches of the medical literature on subjects pertaining to the treatment of bipolar depression.,"['references', 'for', 'this', 'review', 'were', 'obtained', 'through', 'medline', 'searches', 'of', 'the', 'medical', 'literature', 'on', 'subjects', 'pertaining', 'to', 'the', 'treatment', 'of', 'bipolar', 'depression']"
169,pos,"Search terms included bipolar depression, antidepressants, and bipolar disorder.","['search', 'terms', 'included', 'bipolar', 'depression', 'antidepressants', 'and', 'bipolar', 'disorder']"
170,neg,Only publications in English are reviewed here.,"['only', 'publications', 'in', 'english', 'are', 'reviewed', 'here']"
171,neg,RESULTS,['results']
172,neg,CONCLUSIONS,['conclusions']
173,neg,OBJECTIVE,['objective']
174,neg,DESIGN,['design']
175,neg,SETTING,['setting']
176,neg,Auvergne Ectopic Pregnancy Register (France).,"['auvergne', 'ectopic', 'pregnancy', 'register', 'france']"
177,neg,SAMPLE,['sample']
178,neg,Subsequent fertility was studied for the 291 women who attempted to conceive again.,"['subsequent', 'fertility', 'was', 'studied', 'for', 'the', '_num_', 'women', 'who', 'attempted', 'to', 'conceive', 'again']"
179,neg,METHODS,['methods']
180,neg,Comparison of reproductive outcomes according to ectopic pregnancy treatment.,"['comparison', 'of', 'reproductive', 'outcomes', 'according', 'to', 'ectopic', 'pregnancy', 'treatment']"
181,neg,Cumulative fertility curves were calculated by the Kaplan-Meier estimator and compared by log rank test for univariate analysis and by Cox regression to take into account confounding variables.,"['cumulative', 'fertility', 'curves', 'were', 'calculated', 'by', 'the', 'kaplan', 'meier', 'estimator', 'and', 'compared', 'by', 'log', 'rank', 'test', 'for', 'univariate', 'analysis', 'and', 'by', 'cox', 'regression', 'to', 'take', 'into', 'account', 'confounding', 'variables']"
182,neg,MAIN OUTCOME MEASURE,"['main', 'outcome', 'measure']"
183,neg,Recurrence and fertility rates after ectopic pregnancy.,"['recurrence', 'and', 'fertility', 'rates', 'after', 'ectopic', 'pregnancy']"
184,neg,RESULTS,['results']
185,neg,CONCLUSIONS,['conclusions']
186,neg,OBJECTIVE,['objective']
187,neg,DESIGN,['design']
188,neg,"Both surveys included a series of seven female and seven male body size drawings, body image and weight concern questions, and questions pertaining to weight control practices.","['both', 'surveys', 'included', 'a', 'series', 'of', '_num_', 'female', 'and', '_num_', 'male', 'body', 'size', 'drawings', 'body', 'image', 'and', 'weight', 'concern', 'questions', 'and', 'questions', 'pertaining', 'to', 'weight', 'control', 'practices']"
189,neg,Responses to the questionnaire were analyzed using chi-square analysis and the General Linear Model.,"['responses', 'to', 'the', 'questionnaire', 'were', 'analyzed', 'using', 'chi', 'square', 'analysis', 'and', 'the', 'general', 'linear', 'model']"
190,neg,RESULTS,['results']
191,neg,CONCLUSION,['conclusion']
192,pos,Magnetic resonance imaging scans demonstrated severe spinal cord compression caused by multiple cysts involving T-4 and the mediastinum.,"['magnetic', 'resonance', 'imaging', 'scans', 'demonstrated', 'severe', 'spinal', 'cord', 'compression', 'caused', 'by', 'multiple', 'cysts', 'involving', '_abbrev_', 'and', 'the', 'mediastinum']"
193,neg,OBJECT,['object']
194,neg,METHODS,['methods']
195,neg,Patients were followed up for at least 12 months after surgery; the mean follow-up period was 15.6 months and the maximum period was 30 months.,"['patients', 'were', 'followed', 'up', 'for', 'at', 'least', '_num_', 'months', 'after', 'surgery', 'the', 'mean', 'follow', 'up', 'period', 'was', '_num_', 'months', 'and', 'the', 'maximum', 'period', 'was', '_num_', 'months']"
196,neg,CONCLUSIONS,['conclusions']
197,neg,STUDY DESIGN,"['study', 'design']"
198,neg,OBJECTIVES,['objectives']
199,neg,SETTING,['setting']
200,neg,Twenty-one Model SCI Care Systems throughout the United States.,"['_num_', 'model', 'sci', 'care', 'systems', 'throughout', 'the', 'united', 'states']"
201,neg,METHODS,['methods']
202,neg,"A Cox regression analysis was performed to identify risk factors for stones, including age, race, gender, severity of injury, and method of urinary drainage.","['a', 'cox', 'regression', 'analysis', 'was', 'performed', 'to', 'identify', 'risk', 'factors', 'for', 'stones', 'including', 'age', 'race', 'gender', 'severity', 'of', 'injury', 'and', 'method', 'of', 'urinary', 'drainage']"
203,neg,"These variables have been routinely collected, on a yearly basis, by the collaborating SCI centers.","['these', 'variables', 'have', 'been', 'routinely', 'collected', 'on', 'a', 'yearly', 'basis', 'by', 'the', 'collaborating', 'sci', 'centers']"
204,neg,RESULTS,['results']
205,neg,CONCLUSIONS,['conclusions']
206,neg,AIM,['_empty_sentence_']
207,neg,METHODS,['methods']
208,neg,A reference group contained 17 term infants.,"['a', 'reference', 'group', 'contained', '_num_', 'term', 'infants']"
