,Label,Text,Tokens
26,0,"In contrast, intravenous administration of sTNFR:Fc (0.2, 1 or 5 mg/kg) at 15 min after trauma did not improve motor outcome.","['in', 'contrast', 'intravenous', 'administration', 'of', 'stnfr', 'fc', '_num_', '_num_', 'or', '_num_', '_disease_', 'at', '_num_', 'min', 'after', 'trauma', 'did', 'not', 'improve', 'motor', 'outcome']"
27,0,"Collectively, this evidence suggests that enhanced early neuronal expression of TNF alpha after TBI contributes to subsequent neurological dysfunction.","['collectively', 'this', 'evidence', 'suggests', 'that', 'enhanced', 'early', 'neuronal', 'expression', 'of', 'tnf', 'alpha', 'after', '_disease_', 'contributes', 'to', 'subsequent', 'neurological', 'dysfunction']"
28,0,"The molecular events that mediate the pathogenesis of SCI are logical targets for pharmacological manipulation and include glutamate accumulation, aberrant calcium fluxes, free radical formation, lipid peroxidation, and generation of arachidonic acid meta","['the', 'molecular', 'events', 'that', 'mediate', 'the', 'pathogenesis', 'of', 'sci', 'are', 'logical', 'targets', 'for', 'pharmacological', 'manipulation', 'and', 'include', 'glutamate', 'accumulation', 'aberrant', 'calcium', 'fluxes', 'free', 'radical', 'formation', 'lipid', 'peroxidation', 'and', 'generation', 'of', '_chemical_', 'acid', '_disease_']"
29,0,Enhancement of neural regeneration and plasticity comprise other possible strategies.,"['enhancement', 'of', 'neural', 'regeneration', 'and', 'plasticity', 'comprise', 'other', 'possible', 'strategies']"
30,0,Pharmacological agents must be given within a narrow window of opportunity to be effective.,"['pharmacological', 'agents', 'must', 'be', 'given', 'within', 'a', 'narrow', 'window', 'of', 'opportunity', 'to', 'be', 'effective']"
31,0,"Although many therapeutic agents show potential promise in animal models, only methylprednisolone has been shown in large, randomized, double-blinded human studies to enhance the functional recovery of neural elements after acute SCI.","['although', 'many', 'therapeutic', 'agents', 'show', 'potential', 'promise', 'in', 'animal', 'models', 'only', '_chemical_', 'has', 'been', 'shown', 'in', 'large', 'randomized', 'double', 'blinded', 'human', 'studies', 'to', 'enhance', 'the', 'functional', 'recovery', 'of', 'neural', 'elements', 'after', 'acute', 'sci']"
32,0,Future therapy is likely to involve various combinations of these agents.,"['future', 'therapy', 'is', 'likely', 'to', 'involve', 'various', 'combinations', 'of', 'these', 'agents']"
33,0,"EUS provided sensitivity of 100% for the diagnosis of pancreatic cancer, while its accuracy for staging tumor infiltration, lymph node involvement and vascular invasion was 86.4%, 69.2% and 77.8%, respectively.","['eus', 'provided', 'sensitivity', 'of', '_num_', '_percent_', 'for', 'the', 'diagnosis', 'of', 'pancreatic', 'cancer', 'while', 'its', 'accuracy', 'for', 'staging', 'tumor', 'infiltration', 'lymph', 'node', 'involvement', 'and', 'vascular', 'invasion', 'was', '_num_', '_percent_', '_num_', '_percent_', 'and', '_num_', '_percent_', 'respectively']"
34,0,"Despite improvements in the noninvasive imaging modalities, endoscopic techniques are likely to remain established methods for the diagnosis and staging of pancreatic cancer.","['despite', 'improvements', 'in', 'the', 'noninvasive', 'imaging', 'modalities', 'endoscopic', 'techniques', 'are', 'likely', 'to', 'remain', 'established', 'methods', 'for', 'the', 'diagnosis', 'and', 'staging', 'of', 'pancreatic', 'cancer']"
35,0,"EUS with fine-needle aspiration biopsy is probably the most promising, followed by laparoscopy (and laparoscopic ultrasound) which is essential to rule out small peritoneal implants and liver metastasis.","['eus', 'with', 'fine', 'needle', 'aspiration', 'biopsy', 'is', 'probably', 'the', 'most', 'promising', 'followed', 'by', 'laparoscopy', 'and', 'laparoscopic', 'ultrasound', 'which', 'is', 'essential', 'to', 'rule', 'out', 'small', 'peritoneal', 'implants', 'and', 'liver', 'metastasis']"
36,0,"A pregnancy resulted, which ended in the premature birth of a set of alive triplets that sex and blood-group determinations showed to be trizgotic.","['a', 'pregnancy', 'resulted', 'which', 'ended', 'in', 'the', 'premature', 'birth', 'of', 'a', 'set', 'of', 'alive', 'triplets', 'that', 'sex', 'and', 'blood', 'group', 'determinations', 'showed', 'to', 'be', 'trizgotic']"
37,0,It is suggested that this production of a multiple ovulation in a woman with luteal deficiency be the result of excessive dosage of Clomid.,"['it', 'is', 'suggested', 'that', 'this', 'production', 'of', 'a', 'multiple', 'ovulation', 'in', 'a', 'woman', 'with', 'luteal', 'deficiency', 'be', 'the', 'result', 'of', 'excessive', 'dosage', 'of', 'clomid']"
38,0,A male infant weighing 2564 g was born via Caesarean section at 34 weeks' gestation.,"['a', 'male', 'infant', 'weighing', '_num_', 'g', 'was', 'born', 'via', 'caesarean', 'section', 'at', '_num_', 'weeks', 'gestation']"
39,0,A left nephrectomy was performed 5 days after delivery and the tumour was identified histologically as a mesoblastic nephroma.,"['a', 'left', 'nephrectomy', 'was', 'performed', '_num_', 'days', 'after', 'delivery', 'and', 'the', 'tumour', 'was', 'identified', 'histologically', 'as', 'a', 'mesoblastic', '_disease_']"
40,0,The postoperative course was uncomplicated to this point.,"['the', 'postoperative', 'course', 'was', 'uncomplicated', 'to', 'this', 'point']"
41,0,Performance status (ECOG) was 3 in 5 patients and 0-2 in the remainder.,"['performance', 'status', 'ecog', 'was', '_num_', 'in', '_num_', 'patients', 'and', '_range_', 'in', 'the', 'remainder']"
42,0,Total response rate was 19.2% (95% confidence interval: 4.5-34.3%) with one clinical complete response (3.8%) and 4 partial responses (15.4%).,"['total', 'response', 'rate', 'was', '_num_', '_percent_', '_num_', '_percent_', 'confidence', 'interval', '_range_', '_percent_', 'with', '_num_', 'clinical', 'complete', 'response', '_num_', '_percent_', 'and', '_num_', 'partial', 'responses', '_num_', '_percent_']"
43,0,Median response duration was 5 months.,"['median', 'response', 'duration', 'was', '_num_', 'months']"
44,0,"Median survival for the whole group and for responders was 6 and 8 months, respectively.","['median', 'survival', 'for', 'the', 'whole', 'group', 'and', 'for', 'responders', 'was', '_num_', 'and', '_num_', 'months', 'respectively']"
45,0,"In conclusion, CDDP + DTIC combination has modest activity in patients with colorectal cancer resistant to 5-FU treatment.","['in', 'conclusion', 'cddp', 'dtic', 'combination', 'has', 'modest', 'activity', 'in', 'patients', 'with', 'colorectal', 'cancer', 'resistant', 'to', '_chemical_', 'treatment']"
46,0,"Evidence for efficacy of SSRIs in severe or melancholic depression comes from a small but growing number of controlled studies with adequate samples, as well as meta-analyses and retrospective subgroup analysis of premarketing trials.","['evidence', 'for', 'efficacy', 'of', 'ssris', 'in', 'severe', 'or', 'melancholic', 'depression', 'comes', 'from', 'a', 'small', 'but', 'growing', 'number', 'of', 'controlled', 'studies', 'with', 'adequate', 'samples', 'as', 'well', 'as', '_disease_', 'analyses', 'and', 'retrospective', 'subgroup', 'analysis', 'of', 'premarketing', 'trials']"
47,0,"In studies that defined response as a 50% or greater reduction in Hamilton Rating Scale for Depression (HAM-D) scores, response rates ranged from 53% to 64% for SSRIs and 43% to 70% for TCAs.","['in', 'studies', 'that', 'defined', 'response', 'as', 'a', '_num_', '_percent_', 'or', 'greater', 'reduction', 'in', 'hamilton', 'rating', 'scale', 'for', 'depression', 'ham', 'd', 'scores', 'response', 'rates', 'ranged', 'from', '_num_', '_percent_', 'to', '_num_', '_percent_', 'for', 'ssris', 'and', '_num_', '_percent_', 'to', '_num_', '_percent_', 'for', 'tcas']"
48,0,"In separate trials on severe depression, venlafaxine and mirtazapine were both more effective than placebo and an active comparator.","['in', 'separate', 'trials', 'on', 'severe', 'depression', '_chemical_', 'and', '_chemical_', 'were', 'both', 'more', 'effective', 'than', 'placebo', 'and', 'an', 'active', 'comparator']"
49,0,Nefazodone and bupropion were each found to be more effective than placebo in studies of severe depression.,"['nefazodone', 'and', '_chemical_', 'were', 'each', 'found', 'to', 'be', 'more', 'effective', 'than', 'placebo', 'in', 'studies', 'of', 'severe', 'depression']"
50,0,Venlafaxine and mirtazapine have been found to be more effective than fluoxetine.,"['_chemical_', 'and', '_chemical_', 'have', 'been', 'found', 'to', 'be', 'more', 'effective', 'than', 'fluoxetine']"
51,0,SSRIs and TCAs are comparably effective for the treatment of severe or melancholic depression.,"['ssris', 'and', 'tcas', 'are', 'comparably', 'effective', 'for', 'the', 'treatment', 'of', 'severe', 'or', 'melancholic', 'depression']"
52,0,"SSRIs and other newer agents appear to be better tolerated than TCAs, specifically lacking adverse anticholinergic and cardiovascular effects that may limit the use of TCAs.","['ssris', 'and', 'other', 'newer', 'agents', 'appear', 'to', 'be', 'better', 'tolerated', 'than', 'tcas', 'specifically', 'lacking', 'adverse', 'anticholinergic', 'and', 'cardiovascular', 'effects', 'that', 'may', 'limit', 'the', 'use', 'of', 'tcas']"
53,0,Emerging data with venlafaxine and mirtazapine in severely depressed patients with or without melancholia support the efficacy of these treatments.,"['emerging', 'data', 'with', '_chemical_', 'and', '_chemical_', 'in', 'severely', 'depressed', 'patients', 'with', 'or', 'without', 'melancholia', 'support', 'the', 'efficacy', 'of', 'these', 'treatments']"
54,0,Nefazodone and bupropion were found to be effective in hospitalized depressed patients.,"['nefazodone', 'and', '_chemical_', 'were', 'found', 'to', 'be', 'effective', 'in', 'hospitalized', 'depressed', 'patients']"
55,0,Electroconvulsive therapy (ECT) or combined antidepressant therapy may be useful in some patients with severe depression.,"['electroconvulsive', 'therapy', 'ect', 'or', 'combined', 'antidepressant', 'therapy', 'may', 'be', 'useful', 'in', 'some', 'patients', 'with', 'severe', 'depression']"
56,0,Patients with severe psychotic depression may respond better to an antipsychotic-antidepressant combination.,"['patients', 'with', 'severe', 'psychotic', 'depression', 'may', 'respond', 'better', 'to', 'an', 'antipsychotic', 'antidepressant', 'combination']"
57,0,"SA showed mouse neurovirulence only with intraspinal inoculation, and the infected mice developed a flaccid paralysis, which was indistinguishable from that observed in poliovirus-sensitive transgenic mice inoculated with OM.","['sa', 'showed', 'mouse', 'neurovirulence', 'only', 'with', 'intraspinal', 'inoculation', 'and', 'the', 'infected', 'mice', 'developed', 'a', 'flaccid', 'paralysis', 'which', 'was', 'indistinguishable', 'from', 'that', 'observed', 'in', 'poliovirus', 'sensitive', 'transgenic', 'mice', 'inoculated', 'with', 'om']"
58,0,SA antigens were detected in neurons of the spinal cords of the infected mice.,"['sa', 'antigens', 'were', 'detected', 'in', 'neurons', 'of', 'the', 'spinal', 'cords', 'of', 'the', 'infected', 'mice']"
59,0,"Nucleotide (nt) sequence analysis revealed 9 nt changes on the SA genome, resulting in three amino acid (a.a).substitutions, i.e., one each in the capsid proteins VP4 and VP1 and in the noncapsid protein 2C.","['nucleotide', 'nt', 'sequence', 'analysis', 'revealed', '_num_', 'nt', 'changes', 'on', 'the', 'sa', 'genome', 'resulting', 'in', '_num_', 'amino', 'acid', 'a', 'a', 'substitutions', '_disease_', '_num_', 'each', 'in', 'the', 'capsid', 'proteins', '_gene_', 'and', '_gene_', 'and', 'in', 'the', 'noncapsid', 'protein', '2c']"
60,0,"To identify the key mutation site(s) for the mouse neurovirulence, virus recombinants between OM and SA were constructed by using infectious cDNA clones of these two viruses and tested for their mouse neurovirulence after inoculation via an intraspinal ro","['to', 'identify', 'the', 'key', 'mutation', 'site', 's', 'for', 'the', 'mouse', 'neurovirulence', 'virus', 'recombinants', 'between', 'om', 'and', 'sa', 'were', 'constructed', 'by', 'using', 'infectious', 'cdna', 'clones', 'of', 'these', '_num_', 'viruses', 'and', 'tested', 'for', 'their', 'mouse', 'neurovirulence', 'after', 'inoculation', 'via', 'an', 'intraspinal', 'ro']"
61,0,"The results indicated that a mutation at nt 928 (replacement of A with G), resulting in a substitution of Met for Ile at a.a. 62 within VP4, was responsible for conferring the mouse neurovirulence phenotype of the mutant SA.","['the', 'results', 'indicated', 'that', 'a', 'mutation', 'at', 'nt', '_num_', 'replacement', 'of', 'a', 'with', 'g', 'resulting', 'in', 'a', 'substitution', 'of', 'met', 'for', 'ile', 'at', 'a', 'a', '_num_', 'within', '_gene_', 'was', 'responsible', 'for', 'conferring', 'the', 'mouse', 'neurovirulence', 'phenotype', 'of', 'the', 'mutant', 'sa']"
62,0,The mutation in VP4 may render the virus accessible to a molecule that acts as a virus receptor and is located on the surfaces of neurons of the mouse spinal cord.,"['the', 'mutation', 'in', '_gene_', 'may', 'render', 'the', 'virus', 'accessible', 'to', 'a', 'molecule', 'that', 'acts', 'as', 'a', 'virus', 'receptor', 'and', 'is', 'located', 'on', 'the', 'surfaces', 'of', 'neurons', 'of', 'the', 'mouse', 'spinal', 'cord']"
63,0,This molecule appears not to be expressed in the mouse brain.,"['this', 'molecule', 'appears', 'not', 'to', 'be', 'expressed', 'in', 'the', 'mouse', 'brain']"
64,0,Future SIDS victims had significantly more obstructive apneas (p = 0.001) and mixed apneas (p = 0.005) than control infants.,"['future', 'sids', 'victims', 'had', 'significantly', 'more', 'obstructive', 'apneas', 'p', '_ineq_', '_num_', 'and', 'mixed', 'apneas', 'p', '_ineq_', '_num_', 'than', 'control', 'infants']"
65,0,Obstructive events occurred mainly during rapid eye movement sleep in the two populations (84.5% in future SIDS victims and 95.8% in control infants; p = NS).,"['obstructive', 'events', 'occurred', 'mainly', 'during', 'rapid', 'eye', 'movement', 'sleep', 'in', 'the', '_num_', 'populations', '_num_', '_percent_', 'in', 'future', 'sids', 'victims', 'and', '_num_', '_percent_', 'in', 'control', 'infants', 'p', '_ineq_', 'ns']"
66,0,"Comparing heart rate power spectral analysis before and after obstructive apneas in rapid eye movement sleep, high-frequency power values were significantly lower and low-frequency to high-frequency power ratios higher in future SIDS victims than in contr","['comparing', 'heart', 'rate', 'power', 'spectral', 'analysis', 'before', 'and', 'after', 'obstructive', 'apneas', 'in', 'rapid', 'eye', 'movement', 'sleep', '_disease_', 'power', 'values', 'were', 'significantly', 'lower', 'and', '_disease_', 'to', '_disease_', 'power', 'ratios', 'higher', 'in', 'future', 'sids', 'victims', 'than', 'in', 'contr']"
67,0,"Compared with preapnea values, low-frequency to high-frequency power ratios significantly decreased after obstructive apneas in control infants (p &lt; 0.001) but not in the future SIDS victims.","['compared', 'with', 'preapnea', 'values', '_disease_', 'to', '_disease_', 'power', 'ratios', 'significantly', 'decreased', 'after', 'obstructive', 'apneas', 'in', 'control', 'infants', 'p', '_ineq_', '_num_', 'but', 'not', 'in', 'the', 'future', 'sids', 'victims']"
68,0,"When the obstructive apneas were divided according to duration, the findings were seen mainly for long apneas.","['when', 'the', 'obstructive', 'apneas', 'were', 'divided', 'according', 'to', 'duration', 'the', 'findings', 'were', 'seen', 'mainly', 'for', 'long', 'apneas']"
69,0,"In conclusion, future SIDS victims were characterized by different autonomic status and responses to obstructive apneas during sleep.","['in', 'conclusion', 'future', 'sids', 'victims', 'were', 'characterized', 'by', 'different', 'autonomic', 'status', 'and', 'responses', 'to', 'obstructive', 'apneas', 'during', 'sleep']"
70,0,These findings could be relevant to mechanisms implicated in some cases of SIDS.,"['these', 'findings', 'could', 'be', 'relevant', 'to', 'mechanisms', 'implicated', 'in', 'some', 'cases', 'of', 'sids']"
71,0,"After 18 months follow-up, pain relief was &gt; 75% and limb salvage was achieved in 26 patients.","['after', '_num_', 'months', 'follow', 'up', 'pain', 'relief', 'was', '_disease_', '_num_', '_percent_', 'and', 'limb', 'salvage', 'was', 'achieved', 'in', '_num_', 'patients']"
72,0,"In 9 patients, a partial success with pain relief &gt; 50% and limb salvage was obtained for at least 6 months.","['in', '_num_', 'patients', 'a', 'partial', 'success', 'with', 'pain', 'relief', '_disease_', '_num_', '_percent_', 'and', 'limb', 'salvage', 'was', 'obtained', 'for', 'at', 'least', '_num_', 'months']"
73,0,"In 10 patients, the method failed, and the patients' limbs were amputated.","['in', '_num_', 'patients', 'the', 'method', 'failed', 'and', 'the', 'patients', 'limbs', 'were', 'amputated']"
74,0,"Clinical improvement and SCS success was associated with an increase of TcPO2, within the first 2 weeks after implantation (temporary period).","['clinical', 'improvement', 'and', 'scs', 'success', 'was', 'associated', 'with', 'an', 'increase', 'of', '_abbrev_', 'within', 'the', '_num_', '_num_', 'weeks', 'after', 'implantation', 'temporary', 'period']"
75,0,"Limb salvage was achieved in those patients who presented significant TcPO2 increase within the first 2 weeks of the testing period (from 21.6 mmHg to 29.5 mmHg in the patients with rest pain, P = 0.035, from 15.2 mmHg to 21.1 mmHg, P = 0.035 in those wit","['limb', 'salvage', 'was', 'achieved', 'in', 'those', 'patients', 'who', 'presented', 'significant', '_abbrev_', 'increase', 'within', 'the', '_num_', '_num_', 'weeks', 'of', 'the', 'testing', 'period', 'from', '_num_', 'mmhg', 'to', '_num_', 'mmhg', 'in', 'the', 'patients', 'with', 'rest', 'pain', 'p', '_ineq_', '_num_', 'from', '_num_', 'mmhg', 'to', '_num_', 'mmhg', 'p', '_ineq_', '_num_', 'in', 'those', 'wit']"
76,0,TcPO2 changes were related to the presence of adequate paresthesias and warmth in the painful area during the trial period.,"['_abbrev_', 'changes', 'were', 'related', 'to', 'the', 'presence', 'of', 'adequate', 'paresthesias', 'and', 'warmth', 'in', 'the', 'painful', 'area', 'during', 'the', 'trial', 'period']"
77,0,The systolic ankle/brachial blood pressure index did not change under stimulation.,"['the', 'systolic', 'ankle', 'brachial', 'blood', 'pressure', 'index', 'did', 'not', 'change', 'under', 'stimulation']"
78,0,"In patients with failed conservative and surgical treatment for severe critical lower limb ischemia, the SCS increases the skin blood flow, is associated with a significant pain relief and could prove an excellent alternative therapy that improves the qua","['in', 'patients', 'with', 'failed', 'conservative', 'and', 'surgical', 'treatment', 'for', 'severe', 'critical', 'lower', 'limb', 'ischemia', 'the', 'scs', 'increases', 'the', 'skin', 'blood', 'flow', 'is', 'associated', 'with', 'a', 'significant', 'pain', 'relief', 'and', 'could', 'prove', 'an', 'excellent', 'alternative', 'therapy', 'that', 'improves', 'the', 'qua']"
79,0,"We also demonstrate that TcPO2 increase within a test period of 2 weeks, is a predictive index of SCS therapy success and should be considered in terms of cost effect before the final decision for permanent implantation.","['we', 'also', 'demonstrate', 'that', '_abbrev_', 'increase', 'within', 'a', 'test', 'period', 'of', '_num_', 'weeks', 'is', 'a', 'predictive', 'index', 'of', 'scs', 'therapy', 'success', 'and', 'should', 'be', 'considered', 'in', 'terms', 'of', 'cost', 'effect', 'before', 'the', 'final', 'decision', 'for', 'permanent', 'implantation']"
80,0,"Participants with TBI performed significantly worse than did controls on all three prospective-memory tasks, indicating that TBI affects not only retrospective but also prospective memory.","['participants', 'with', '_disease_', 'performed', 'significantly', 'worse', 'than', 'did', 'controls', 'on', 'all', '_num_', 'prospective', 'memory', 'tasks', 'indicating', 'that', '_disease_', 'affects', 'not', 'only', 'retrospective', 'but', 'also', 'prospective', 'memory']"
81,0,"Three themes were identified: (a) living with a label, (b) living with self-destructive behavior perceived as manipulation, and (c) living with limited access to care.","['_num_', 'themes', 'were', 'identified', 'a', 'living', 'with', 'a', 'label', 'b', 'living', 'with', 'self', 'destructive', 'behavior', 'perceived', 'as', 'manipulation', 'and', 'c', 'living', 'with', 'limited', 'access', 'to', 'care']"
